"Location","Report_date","Cases"
"Total","2020-03-04",2
"Total","2020-03-03",0
"Total","2020-03-02",1
"Total","2020-03-01",0
"Total","2020-02-29",0
"Total","2020-02-28",0
"Total","2020-02-27",0
"Total","2020-02-26",1
"At the border","2023-01-13",0
"At the border","2023-01-12",0
"At the border","2023-01-11",0
"At the border","2023-01-10",0
"At the border","2023-01-09",0
"At the border","2023-01-08",0
"At the border","2023-01-07",0
"At the border","2023-01-06",0
"At the border","2023-01-05",0
"At the border","2023-01-04",0
"At the border","2023-01-03",0
"At the border","2023-01-02",0
"At the border","2023-01-01",0
"At the border","2022-12-31",0
"At the border","2022-12-30",0
"At the border","2022-12-29",0
"At the border","2022-12-28",0
"At the border","2022-12-27",0
"At the border","2022-12-26",0
"At the border","2022-12-25",0
"At the border","2022-12-24",0
"At the border","2022-12-23",0
"At the border","2022-12-22",0
"At the border","2022-12-21",0
"At the border","2022-12-20",0
"At the border","2022-12-19",0
"At the border","2022-12-18",0
"At the border","2022-12-17",0
"At the border","2022-12-16",0
"At the border","2022-12-15",0
"At the border","2022-12-14",0
"At the border","2022-12-13",0
"At the border","2022-12-12",0
"At the border","2022-12-11",0
"At the border","2022-12-10",0
"At the border","2022-12-09",0
"At the border","2022-12-08",0
"At the border","2022-12-07",0
"At the border","2022-12-06",0
"At the border","2022-12-05",0
"At the border","2022-12-04",0
"At the border","2022-12-03",0
"At the border","2022-12-02",0
"At the border","2022-12-01",0
"At the border","2022-11-30",0
"At the border","2022-11-29",0
"At the border","2022-11-28",0
"At the border","2022-11-27",0
"At the border","2022-11-26",0
"At the border","2022-11-25",0
"At the border","2022-11-24",0
"At the border","2022-11-23",0
"At the border","2022-11-22",0
"At the border","2022-11-21",0
"At the border","2022-11-20",0
"At the border","2022-11-19",0
"At the border","2022-11-18",0
"At the border","2022-11-17",0
"At the border","2022-11-16",0
"At the border","2022-11-15",0
"At the border","2022-11-14",0
"At the border","2022-11-13",0
"At the border","2022-11-12",0
"At the border","2022-11-11",0
"At the border","2022-11-10",0
"At the border","2022-11-09",0
"At the border","2022-11-08",0
"At the border","2022-11-07",0
"At the border","2022-11-06",0
"At the border","2022-11-05",0
"At the border","2022-11-04",0
"At the border","2022-11-03",0
"At the border","2022-11-02",0
"At the border","2022-11-01",0
"At the border","2022-10-31",0
"At the border","2022-10-30",0
"At the border","2022-10-29",0
"At the border","2022-10-28",0
"At the border","2022-10-27",0
"At the border","2022-10-26",0
"At the border","2022-10-25",0
"At the border","2022-10-24",0
"At the border","2022-10-23",0
"At the border","2022-10-22",0
"At the border","2022-10-21",0
"At the border","2022-10-20",0
"At the border","2022-10-19",0
"At the border","2022-10-18",0
"At the border","2022-10-17",0
"At the border","2022-10-16",0
"At the border","2022-10-15",0
"At the border","2022-10-14",0
"At the border","2022-10-13",0
"At the border","2022-10-12",0
"At the border","2022-10-11",0
"At the border","2022-10-10",0
"At the border","2022-10-09",0
"At the border","2022-10-08",0
"At the border","2022-10-07",0
"At the border","2022-10-06",0
"At the border","2022-10-05",0
"At the border","2022-10-04",0
"At the border","2022-10-03",0
"At the border","2022-10-02",0
"At the border","2022-10-01",0
"At the border","2022-09-30",0
"At the border","2022-09-29",0
"At the border","2022-09-28",0
"At the border","2022-09-27",0
"At the border","2022-09-26",0
"At the border","2022-09-25",0
"At the border","2022-09-24",0
"At the border","2022-09-23",0
"At the border","2022-09-22",0
"At the border","2022-09-21",0
"At the border","2022-09-20",0
"At the border","2022-09-19",5
"At the border","2022-09-18",6
"At the border","2022-09-17",11
"At the border","2022-09-16",16
"At the border","2022-09-15",19
"At the border","2022-09-14",36
"At the border","2022-09-13",59
"At the border","2022-09-12",77
"At the border","2022-09-11",76
"At the border","2022-09-10",70
"At the border","2022-09-09",87
"At the border","2022-09-08",67
"At the border","2022-09-07",88
"At the border","2022-09-06",109
"At the border","2022-09-05",113
"At the border","2022-09-04",99
"At the border","2022-09-03",84
"At the border","2022-09-02",96
"At the border","2022-09-01",99
"At the border","2022-08-31",139
"At the border","2022-08-30",107
"At the border","2022-08-29",124
"At the border","2022-08-28",98
"At the border","2022-08-27",92
"At the border","2022-08-26",136
"At the border","2022-08-25",168
"At the border","2022-08-24",143
"At the border","2022-08-23",147
"At the border","2022-08-22",139
"At the border","2022-08-21",133
"At the border","2022-08-20",121
"At the border","2022-08-19",123
"At the border","2022-08-18",143
"At the border","2022-08-17",162
"At the border","2022-08-16",180
"At the border","2022-08-15",169
"At the border","2022-08-14",167
"At the border","2022-08-13",153
"At the border","2022-08-12",91
"At the border","2022-08-11",161
"At the border","2022-08-10",202
"At the border","2022-08-09",228
"At the border","2022-08-08",204
"At the border","2022-08-07",164
"At the border","2022-08-06",226
"At the border","2022-08-05",106
"At the border","2022-08-04",209
"At the border","2022-08-03",209
"At the border","2022-08-02",268
"At the border","2022-08-01",276
"At the border","2022-07-31",253
"At the border","2022-07-30",235
"At the border","2022-07-29",247
"At the border","2022-07-28",319
"At the border","2022-07-27",311
"At the border","2022-07-26",401
"At the border","2022-07-25",429
"At the border","2022-07-24",370
"At the border","2022-07-23",336
"At the border","2022-07-22",345
"At the border","2022-07-21",361
"At the border","2022-07-20",380
"At the border","2022-07-19",398
"At the border","2022-07-18",351
"At the border","2022-07-17",347
"At the border","2022-07-16",287
"At the border","2022-07-15",315
"At the border","2022-07-14",336
"At the border","2022-07-13",334
"At the border","2022-07-12",351
"At the border","2022-07-11",309
"At the border","2022-07-10",284
"At the border","2022-07-09",294
"At the border","2022-07-08",262
"At the border","2022-07-07",277
"At the border","2022-07-06",379
"At the border","2022-07-05",242
"At the border","2022-07-04",198
"At the border","2022-07-03",152
"At the border","2022-07-02",190
"At the border","2022-07-01",171
"At the border","2022-06-30",220
"At the border","2022-06-29",219
"At the border","2022-06-28",206
"At the border","2022-06-27",147
"At the border","2022-06-26",115
"At the border","2022-06-25",95
"At the border","2022-06-24",105
"At the border","2022-06-23",127
"At the border","2022-06-22",111
"At the border","2022-06-21",84
"At the border","2022-06-20",72
"At the border","2022-06-19",66
"At the border","2022-06-18",55
"At the border","2022-06-17",62
"At the border","2022-06-16",68
"At the border","2022-06-15",113
"At the border","2022-06-14",73
"At the border","2022-06-13",87
"At the border","2022-06-12",70
"At the border","2022-06-11",79
"At the border","2022-06-10",74
"At the border","2022-06-09",90
"At the border","2022-06-08",103
"At the border","2022-06-07",73
"At the border","2022-06-06",57
"At the border","2022-06-05",64
"At the border","2022-06-04",54
"At the border","2022-06-03",84
"At the border","2022-06-02",71
"At the border","2022-06-01",100
"At the border","2022-05-31",94
"At the border","2022-05-30",86
"At the border","2022-05-29",56
"At the border","2022-05-28",48
"At the border","2022-05-27",62
"At the border","2022-05-26",94
"At the border","2022-05-25",80
"At the border","2022-05-24",84
"At the border","2022-05-23",71
"At the border","2022-05-22",63
"At the border","2022-05-21",65
"At the border","2022-05-20",87
"At the border","2022-05-19",105
"At the border","2022-05-18",92
"At the border","2022-05-17",94
"At the border","2022-05-16",69
"At the border","2022-05-15",51
"At the border","2022-05-14",76
"At the border","2022-05-13",67
"At the border","2022-05-12",81
"At the border","2022-05-11",87
"At the border","2022-05-10",83
"At the border","2022-05-09",80
"At the border","2022-05-08",60
"At the border","2022-05-07",79
"At the border","2022-05-06",88
"At the border","2022-05-05",86
"At the border","2022-05-04",102
"At the border","2022-05-03",133
"At the border","2022-05-02",129
"At the border","2022-05-01",103
"At the border","2022-04-30",67
"At the border","2022-04-29",82
"At the border","2022-04-28",79
"At the border","2022-04-27",89
"At the border","2022-04-26",84
"At the border","2022-04-25",66
"At the border","2022-04-24",66
"At the border","2022-04-23",50
"At the border","2022-04-22",54
"At the border","2022-04-21",59
"At the border","2022-04-20",71
"At the border","2022-04-19",62
"At the border","2022-04-18",46
"At the border","2022-04-17",41
"At the border","2022-04-16",42
"At the border","2022-04-15",52
"At the border","2022-04-14",54
"At the border","2022-04-13",54
"At the border","2022-04-12",38
"At the border","2022-04-11",39
"At the border","2022-04-10",35
"At the border","2022-04-09",26
"At the border","2022-04-08",21
"At the border","2022-04-07",53
"At the border","2022-04-06",43
"At the border","2022-04-05",30
"At the border","2022-04-04",33
"At the border","2022-04-03",21
"At the border","2022-04-02",21
"At the border","2022-04-01",32
"At the border","2022-03-31",37
"At the border","2022-03-30",27
"At the border","2022-03-29",28
"At the border","2022-03-28",33
"At the border","2022-03-27",39
"At the border","2022-03-26",24
"At the border","2022-03-25",26
"At the border","2022-03-24",19
"At the border","2022-03-23",34
"At the border","2022-03-22",28
"At the border","2022-03-21",20
"At the border","2022-03-20",25
"At the border","2022-03-19",18
"At the border","2022-03-18",25
"At the border","2022-03-17",20
"At the border","2022-03-16",23
"At the border","2022-03-15",17
"At the border","2022-03-14",8
"At the border","2022-03-13",13
"At the border","2022-03-12",13
"At the border","2022-03-11",8
"At the border","2022-03-10",12
"At the border","2022-03-09",10
"At the border","2022-03-08",8
"At the border","2022-03-07",17
"At the border","2022-03-06",3
"At the border","2022-03-05",1
"At the border","2022-03-04",6
"At the border","2022-03-03",3
"At the border","2022-03-02",3
"At the border","2022-03-01",3
"At the border","2022-02-28",11
"At the border","2022-02-27",17
"At the border","2022-02-26",16
"At the border","2022-02-25",5
"At the border","2022-02-24",17
"At the border","2022-02-23",7
"At the border","2022-02-22",11
"At the border","2022-02-21",14
"At the border","2022-02-20",7
"At the border","2022-02-19",11
"At the border","2022-02-18",9
"At the border","2022-02-17",16
"At the border","2022-02-16",4
"At the border","2022-02-15",25
"At the border","2022-02-14",10
"At the border","2022-02-13",17
"At the border","2022-02-12",15
"At the border","2022-02-11",21
"At the border","2022-02-10",23
"At the border","2022-02-09",31
"At the border","2022-02-08",28
"At the border","2022-02-07",63
"At the border","2022-02-06",22
"At the border","2022-02-05",33
"At the border","2022-02-04",48
"At the border","2022-02-03",43
"At the border","2022-02-02",50
"At the border","2022-02-01",52
"At the border","2022-01-31",62
"At the border","2022-01-30",42
"At the border","2022-01-29",47
"At the border","2022-01-28",66
"At the border","2022-01-27",48
"At the border","2022-01-26",59
"At the border","2022-01-25",34
"At the border","2022-01-24",41
"At the border","2022-01-23",57
"At the border","2022-01-22",48
"At the border","2022-01-21",36
"At the border","2022-01-20",48
"At the border","2022-01-19",31
"At the border","2022-01-18",28
"At the border","2022-01-17",67
"At the border","2022-01-16",20
"At the border","2022-01-15",63
"At the border","2022-01-14",28
"At the border","2022-01-13",26
"At the border","2022-01-12",29
"At the border","2022-01-11",43
"At the border","2022-01-10",34
"At the border","2022-01-09",29
"At the border","2022-01-08",31
"At the border","2022-01-07",29
"At the border","2022-01-06",26
"At the border","2022-01-05",41
"At the border","2022-01-04",24
"At the border","2022-01-03",19
"At the border","2022-01-02",30
"At the border","2022-01-01",19
"At the border","2021-12-31",18
"At the border","2021-12-30",13
"At the border","2021-12-29",10
"At the border","2021-12-28",9
"At the border","2021-12-27",13
"At the border","2021-12-26",12
"At the border","2021-12-25",3
"At the border","2021-12-24",6
"At the border","2021-12-23",5
"At the border","2021-12-22",8
"At the border","2021-12-21",3
"At the border","2021-12-20",10
"At the border","2021-12-19",2
"At the border","2021-12-18",5
"At the border","2021-12-17",9
"At the border","2021-12-16",4
"At the border","2021-12-15",4
"At the border","2021-12-14",2
"At the border","2021-12-13",1
"At the border","2021-12-12",0
"At the border","2021-12-11",2
"At the border","2021-12-10",2
"At the border","2021-12-09",2
"At the border","2021-12-08",1
"At the border","2021-12-07",2
"At the border","2021-12-06",1
"At the border","2021-12-05",1
"At the border","2021-12-04",2
"At the border","2021-12-03",3
"At the border","2021-12-02",3
"At the border","2021-12-01",2
"At the border","2021-11-30",1
"At the border","2021-11-29",4
"At the border","2021-11-28",3
"At the border","2021-11-27",1
"At the border","2021-11-26",8
"At the border","2021-11-25",3
"At the border","2021-11-24",7
"At the border","2021-11-23",1
"At the border","2021-11-22",4
"At the border","2021-11-21",1
"At the border","2021-11-20",2
"At the border","2021-11-19",3
"At the border","2021-11-18",0
"At the border","2021-11-17",1
"At the border","2021-11-16",0
"At the border","2021-11-15",0
"At the border","2021-11-14",0
"At the border","2021-11-13",1
"At the border","2021-11-12",2
"At the border","2021-11-11",2
"At the border","2021-11-10",0
"At the border","2021-11-09",1
"At the border","2021-11-08",3
"At the border","2021-11-07",2
"At the border","2021-11-06",2
"At the border","2021-11-05",2
"At the border","2021-11-04",2
"At the border","2021-11-03",3
"At the border","2021-11-02",5
"At the border","2021-11-01",5
"At the border","2021-10-31",2
"At the border","2021-10-30",3
"At the border","2021-10-29",3
"At the border","2021-10-28",3
"At the border","2021-10-27",6
"At the border","2021-10-26",2
"At the border","2021-10-25",1
"At the border","2021-10-24",0
"At the border","2021-10-23",2
"At the border","2021-10-22",6
"At the border","2021-10-21",0
"At the border","2021-10-20",4
"At the border","2021-10-19",2
"At the border","2021-10-18",6
"At the border","2021-10-17",7
"At the border","2021-10-16",1
"At the border","2021-10-15",0
"At the border","2021-10-14",0
"At the border","2021-10-13",1
"At the border","2021-10-12",2
"At the border","2021-10-11",1
"At the border","2021-10-10",0
"At the border","2021-10-09",1
"At the border","2021-10-08",0
"At the border","2021-10-07",3
"At the border","2021-10-06",2
"At the border","2021-10-05",2
"At the border","2021-10-04",1
"At the border","2021-10-03",2
"At the border","2021-10-02",0
"At the border","2021-10-01",0
"At the border","2021-09-30",0
"At the border","2021-09-29",3
"At the border","2021-09-28",0
"At the border","2021-09-27",2
"At the border","2021-09-26",2
"At the border","2021-09-25",1
"At the border","2021-09-24",1
"At the border","2021-09-23",2
"At the border","2021-09-22",2
"At the border","2021-09-21",1
"At the border","2021-09-20",0
"At the border","2021-09-19",1
"At the border","2021-09-18",1
"At the border","2021-09-17",2
"At the border","2021-09-16",4
"At the border","2021-09-15",4
"At the border","2021-09-14",1
"At the border","2021-09-13",3
"At the border","2021-09-12",2
"At the border","2021-09-11",3
"At the border","2021-09-10",3
"At the border","2021-09-09",3
"At the border","2021-09-08",8
"At the border","2021-09-07",1
"At the border","2021-09-06",1
"At the border","2021-09-05",4
"At the border","2021-09-04",3
"At the border","2021-09-03",2
"At the border","2021-09-02",1
"At the border","2021-09-01",4
"At the border","2021-08-31",0
"At the border","2021-08-30",0
"At the border","2021-08-29",2
"At the border","2021-08-28",0
"At the border","2021-08-27",1
"At the border","2021-08-26",2
"At the border","2021-08-25",1
"At the border","2021-08-24",2
"At the border","2021-08-23",2
"At the border","2021-08-22",3
"At the border","2021-08-21",4
"At the border","2021-08-20",2
"At the border","2021-08-19",4
"At the border","2021-08-18",8
"At the border","2021-08-17",7
"At the border","2021-08-16",0
"At the border","2021-08-15",4
"At the border","2021-08-14",3
"At the border","2021-08-13",3
"At the border","2021-08-12",0
"At the border","2021-08-11",8
"At the border","2021-08-10",3
"At the border","2021-08-09",3
"At the border","2021-08-08",12
"At the border","2021-08-07",4
"At the border","2021-08-06",2
"At the border","2021-08-05",1
"At the border","2021-08-04",0
"At the border","2021-08-03",2
"At the border","2021-08-02",2
"At the border","2021-08-01",4
"At the border","2021-07-31",0
"At the border","2021-07-30",4
"At the border","2021-07-29",0
"At the border","2021-07-28",6
"At the border","2021-07-27",1
"At the border","2021-07-26",2
"At the border","2021-07-25",0
"At the border","2021-07-24",1
"At the border","2021-07-23",3
"At the border","2021-07-22",5
"At the border","2021-07-21",6
"At the border","2021-07-20",8
"At the border","2021-07-19",6
"At the border","2021-07-18",3
"At the border","2021-07-17",4
"At the border","2021-07-16",6
"At the border","2021-07-15",2
"At the border","2021-07-14",22
"At the border","2021-07-13",0
"At the border","2021-07-12",15
"At the border","2021-07-11",3
"At the border","2021-07-10",3
"At the border","2021-07-09",0
"At the border","2021-07-08",0
"At the border","2021-07-07",2
"At the border","2021-07-06",5
"At the border","2021-07-05",1
"At the border","2021-07-04",9
"At the border","2021-07-03",3
"At the border","2021-07-02",3
"At the border","2021-07-01",3
"At the border","2021-06-30",1
"At the border","2021-06-29",1
"At the border","2021-06-28",5
"At the border","2021-06-27",6
"At the border","2021-06-26",3
"At the border","2021-06-25",3
"At the border","2021-06-24",2
"At the border","2021-06-23",1
"At the border","2021-06-22",4
"At the border","2021-06-21",0
"At the border","2021-06-20",2
"At the border","2021-06-19",2
"At the border","2021-06-18",2
"At the border","2021-06-17",1
"At the border","2021-06-16",2
"At the border","2021-06-15",0
"At the border","2021-06-14",1
"At the border","2021-06-13",0
"At the border","2021-06-12",3
"At the border","2021-06-11",4
"At the border","2021-06-10",5
"At the border","2021-06-09",1
"At the border","2021-06-08",6
"At the border","2021-06-07",4
"At the border","2021-06-06",3
"At the border","2021-06-05",0
"At the border","2021-06-04",2
"At the border","2021-06-03",1
"At the border","2021-06-02",2
"At the border","2021-06-01",5
"At the border","2021-05-31",0
"At the border","2021-05-30",2
"At the border","2021-05-29",1
"At the border","2021-05-28",0
"At the border","2021-05-27",1
"At the border","2021-05-26",0
"At the border","2021-05-25",1
"At the border","2021-05-24",2
"At the border","2021-05-23",4
"At the border","2021-05-22",0
"At the border","2021-05-21",3
"At the border","2021-05-20",1
"At the border","2021-05-19",1
"At the border","2021-05-18",6
"At the border","2021-05-17",1
"At the border","2021-05-16",5
"At the border","2021-05-15",1
"At the border","2021-05-14",0
"At the border","2021-05-13",0
"At the border","2021-05-12",1
"At the border","2021-05-11",1
"At the border","2021-05-10",0
"At the border","2021-05-09",1
"At the border","2021-05-08",1
